752426.713671;164053.509082
752433.538492;164083.40669
752459.65963;164197.877004
752496.216205;164274.024949
752563.494294;164360.483603
752654.767645;164435.655763
752764.154209;164555.922927
752819.623647;164638.679179
752840.322519;164677.311587
752856.826793;164722.420216
752864.876828;164745.249168
752869.95077;164759.657026
752877.03144;164821.678655
752867.381491;164881.270067
752846.369427;164953.565332
752841.1225;165001.523938
752842.653369;165035.765717
752847.546489;165101.795081
752854.77013;165122.949241
752872.636072;165175.280219
752986.701771;165402.336118
753027.592956;165491.794093
753051.546875;165575.115365
753055.471497;165610.770533
753060.760024;165658.836657
753052.778477;165765.859351
753057.184624;165826.099188
753077.102873;165901.529572
753146.884404;166066.499625
753210.207502;166179.998991
753311.197114;166377.255454
753383.321119;166445.85802
753506.641639;166479.327705
753665.300263;166458.896257
753796.644351;166401.407453
753907.937896;166269.661104
754028.918987;166056.671301
754180.939206;165888.591349
754240.790114;165856.603635
754311.725181;165850.628683
754437.745086;165904.453021
754521.60719;166007.253344
754557.151423;166175.978181
754529.000128;166348.627584
754443.537733;166553.880456
754042.217633;167143.908116
754085.295587;167511.463881
754273.944787;167621.737567
754776.248722;167626.435228
754969.678572;167586.993927
755226.600169;167650.605732
755368.537986;167805.677287
755440.331613;168362.746154
755325.376062;168848.756638
755193.185067;169152.145263
755239.081884;169361.624759
755542.192321;169703.16587
755624.886622;169894.792139
755648.92862;170092.656776
755329.132735;170319.075036
755047.051113;170421.999704
754875.702475;170492.199245
754431.636573;170832.536087
754264.500873;171104.297548
754118.236211;171245.152545
753585.771298;171557.006207
753241.510449;171807.218428
753109.996918;171966.305121
753068.70369;172219.699342
752880.393206;172630.175915
752694.492709;172792.046153
752506.259108;172762.06771
752221.590401;172616.21694
752111.028102;172386.608413
751865.401866;172109.132212
751557.461924;172051.947065
751246.690517;172175.313789
751026.978137;172347.109167
750945.478172;172680.759871
751007.787116;173007.033185
750811.292164;173619.021058
750735.534895;173855.000207
750370.076077;175179.692299
750544.066756;175466.039458
739460.851232;189350.456553
739375.788626;189321.198596
739296.46835;189287.908366
739216.261677;189204.683391
739152.032948;189144.883685
739082.55276;189120.957649
738817.91793;189050.21513
738624.677256;188963.823176
738418.640406;188909.340824
738290.888741;188867.109778
738176.933983;188843.286496
738089.082143;188842.382536
738014.704494;188855.383637
783902.377825;135486.045864
783888.035073;135489.454239
783872.617767;135488.530249
783853.159871;135484.113231
783823.263525;135478.53751
783804.500922;135480.850745
783792.710411;135483.632719
783780.611643;135495.432516
783769.053916;135511.971784
783762.435337;135526.335894
783754.219355;135545.140522
